quarter,date,turn_number,speaker,text,word_count,speaker_type
2025Q3,October 14 2025,15,Ebrahim Poonawala,"I guess maybe, Jamie, a broader question, like when we read the quote from Jamie in the press release, customers are resilient, but there's still massive amounts of uncertainty. I'm just wondering if based on what you see, both Commercial versus Consumer, are things getting better as we look into '26? Or does it feel like we are at a tipping point where we could see a slump in unemployment over the coming months that then leads to concerns around the credit cycle. Just if there's a bias that you have on how things could play out, that would be helpful color.",102,Analyst
2025Q3,October 14 2025,16,Jeremy Barnum,"Sure. I mean, Jamie may have his own personal opinions here but I think that at a high level, the story that we're trying to tell is one that's anchored on the current facts. And the current facts on the consumer side is that the consumer is resilient, spending is strong and delinquency rates are actually coming in below expectations. So those are facts that we really can't escape.

Now talking to our economists, I was struck by something that Mike Farley said about thinking about the current labor market in this moment of what people are describing as a low hiring, low firing moment. You can think of that as potentially explained by employers experiencing high uncertainty. and so if you believe that and you think about This moment as a moment of high uncertainty, I think tipping point is a little bit too strong a word. But certainly, as you look ahead, there are risks. We already have slowing growth. There are a variety of challenges and sources of volatility and uncertainty. And so it's pretty easy to imagine a world where the labor market deteriorates from here. And if that happens, obviously, as you will know, we're going to see worse consumer credit performance.

So I wouldn't say we're pounding the table with this view but we're just noting as we always do, that there are risks and that the fact that things are fine now doesn't mean they're guaranteed to be great forever.",247,CFO
2025Q3,October 14 2025,17,Ebrahim Poonawala,"Among shareholders, whether AI and AI-driven productivity gains mean something for the banks as we look out over the next 2 to 3 years. You all have obviously talked about this at the Investor Day. I'm just trying to contextualize when you talk about the expense growth outlook or just sort of preliminary indication for next year, how should bank shareholders think about AI-led productivity gains in terms of making a dent on the expense growth either next year or for the next few years?",85,Analyst
2025Q3,October 14 2025,18,Jeremy Barnum,"Yes. So I'll give you my personal opinion about this. I certainly would presume to tell people how to think about this at the system as a whole. But I think the risk is because of how incredibly overwhelming the AI theme is for the whole marketplace right now and all the various effects that it's having in terms of equity market performance, MAG 7, data center build-out, electricity costs, like it's an overwhelming thing. And I think for us, running a company of this type, we need to make sure we stay anchored in like facts and reality and tangible outcomes. So we're putting a lot of energy into this. A lot of people are spending a lot of time on it.

We're spending a lot of money on it. We have very deep experts. As Jamie always says, we've been doing it for a long time, well before the current generative AI boom. But in the end, the proof is going to be in the pudding in terms of actually slowing the growth of expenses. And so what we're doing is kind of rather than saying you must prove that you're generating this much savings from AI, which turns out to be a very hard thing to do, hard to prove and might, at the margin result in people scrambling around to use AI in ways that are actually not efficient and that distract you from doing underlying process reengineering that you need to do.

What we're saying instead is let's just do old-fashioned expense discipline and constrain people's growth, constrain people's headcount growth. We've talked about that last year. We're going to do the same this year, have a very strong bias against having the reflective response to any given need to be to hire more people and feeling a little bit more confident on our ability to put that pressure on the organization because we know that even if we can't always measure it that precisely, there are definitely productivity tailwinds from AI.

So that's how we're going to do it. And hopefully, that will show up in lower growth than we would have had otherwise. But a lot of the drivers of growth, which are per capita labor inflation and revenue-related expense and investments are always going to be there. We're never going to stop doing those things. So that's how we think about it.",400,CFO
2025Q3,October 14 2025,19,Operator,Our next question comes from Mike Mayo with Wells Fargo Securities.,11,Operator
2025Q3,October 14 2025,20,Michael Mayo,"If I could get an answer to this from both you, Jeremy, and Jamie, the question really is how much of a risk is the lending to the NDFIs? Just -- I mean, because you guys are always outfront highlighting what could happen, whether it's cyber or as you point, labor market or inflation. And I feel like you haven't really highlighted this as a potential risk area. Maybe that's because you don't perceive it as such, but you have Tricolor, you have First Brands. One area of your biggest growth, I think, has been NDFIs over the last year.

So I'm just trying to put this in some sort of context that as it relates to Tricolor, who bears the losses? Does end investors in the funds? Is it -- do you put skin in the game and have your own investments? Are you an underwriter? Where are you exposed? So I guess I'm asking JPMorgan specifically but then Jamie more generally for the industry. Is this something that's flashing yellow that you are spending more time on? How should we think about that?",185,Analyst
2025Q3,October 14 2025,21,Jeremy Barnum,"Right. So let me do what you asked, Mike, and put a little bit of context around this. So a couple -- let's do some housekeeping first. So you talked about Tricolor, you talked about First Brands. I just want to reiterate, we do not have any exposure to First Brands. On Tricolor, it represents $170 million of the wholesale charge-off this quarter. Obviously, by definition, that reflects on-balance sheet loans that we're charging off. And with respect to other exposures, I don't really have anything additional to say about that at this point. It will play out as it plays out. But in the normal course, we're always quite conservative about taking all possible hits that we can based on what's knowable upfront. So take that for whatever it's worth.

More generally, I think one thing that's important to say in terms of context about NBFI lending is that the vast majority of that type of lending that we do is highly secured or in some way, structured or securitized. In other words, it's not like we're doing extremely high-risk, low-rated lending for the NBFI community. And so that doesn't mean that there's no risk. That doesn't mean that things can't go wrong. And obviously, if you're doing secured lending and there are problems with the collateral, that's an issue, which is clearly relevant in the case of Tricolor. So -- and we've talked a lot about the question about risk inside the regulated perimeter versus risk outside the perimeter.

But we've also acknowledged that a lot of the private credit actors are large, very sophisticated, very good at credit underwriting. So I don't think you're supposed to the confusion that there are necessarily lower standards there or a huge systemic problem. And to the extent that we lend to some of these folks who are clients of ours as well as competitors of ours, that lending follows our normal practices. It's often highly secured. And everything we do is in one way or another risky. But I'm not sure that our lending to the NBFI community is an area of risk that we see as more elevated than other areas of risk, I guess, is what I would say.",371,CFO
2025Q3,October 14 2025,22,Jamie Dimon,"Yes. Mike, I would just add that it's a very large category of nonbank financial institutions and probably a number like half of it, we would consider very traditional, not like different. There is a component, which is different today than it was years ago, and there's a component which isn't that different. But if you look at like COs, CLOs and lending to leveraged entities that are underwritten with leveraged loans, so there's kind of a little bit of double leverage in there.

I would say that, yes, there will be additional risk in that category that we will see when we have a downturn. I expect to be a little bit worse than other people expect it to be because we don't know all the underwriting standards that all of these people did. Jeremy said these are very smart players. They know what they're doing. They've been around a long time but they're not all very smart. And we don't even know the standards that other banks underwriting to some of these entities. And I would suspect that some of those standards may not be as good as you think. Hopefully, we are very good, though we make our mistakes, too, obviously.

So yes, I think you'd be a little bit worse. We've had a benign credit environment for so long that I think you may see credit in other places deteriorate a little bit more than people think when, in fact, there's a downturn. And hopefully, it will be a fairly normal credit cycle. What always happens is something is worse than a normal credit cycle than a normal downturn. So we'll see. But we think we're quite careful. And obviously, we scour the world looking for things that we should be worried about.

But I do remind people, we've had a bull market for a long time. Asset prices are high, a lot of credit stuff that you would see out there, you will only see when there's a downturn.",334,CEO
2025Q3,October 14 2025,23,Michael Mayo,"And so just a short follow-up after Tricolor, again, this is a real tiny drop in the bucket for you guys but have you gone back and looked at your processes and done anything different?",35,Analyst
2025Q3,October 14 2025,24,Jamie Dimon,"Yes. I mean, Michael, you should assume that whenever something happens, we scour all process, all procedures, all underwriting, all everything. And we think we're okay in other stuff. But I -- my antenna goes up when things like that happen. And I probably shouldn't say this but when you see one cockroach, there are probably more. And so we should -- everyone should be forewarn on this one. And first brands, I put in the same category. And there are a couple of other ones out that I've seen that I put in similar categories. So -- but we always look at these things, and we're not -- I'm nipping in. We make mistakes, too. So we'll see. There clearly was, in my opinion, fraud involved in a bunch of these things. But that doesn't mean we can't improve our procedures.",142,CEO
2025Q3,October 14 2025,25,Operator,"Next, we will go to the line of Gerard Cassidy with RBC Capital Markets.",14,Operator
2025Q3,October 14 2025,26,Gerard Cassidy,"Jeremy, obviously, you guys are in the residential mortgage lending market, big players granted home lending. When you look at the revenue relative to banking and wealth management, obviously, it's not that big. But I got a question for you. This administration seems to be -- when they come out with comments, they follow up on those comments with actions. And Secretary of the Treasury, Bessent has pointed out about a couple of months ago that he thinks there's a housing emergency in this country. And so the question for you guys is, what do you think they could do to lower the spread between mortgage rates and the corresponding treasury yield, assuming the treasury yields don't go down. But what do you think they can actively do to lower that spread to lower mortgage rates to get housing more active and refinancing activity, of course, would pick up with that.",151,Analyst
2025Q3,October 14 2025,27,Jamie Dimon,"So I'll take that one. First, on the supply side. I mean it's -- we know what it is. It's permitting, it's rules, it's local rules. It's how long it takes to get permits and build not my backyard, you can't build 2 stories in certain places. That's the supply side. The demand side -- and remember, don't always push homeownership. I was -- we made a huge mistake in the government policy years ago. But the supply side, we pointed out over and over and over again. I've been talking about it for years that they should focus on reducing requirements require and we think you reduce the cost of mortgages 30 to 40 basis points overall. without creating any additional risk. There is just excessive stuff put in place after the great financial crisis, which obviously demanded a response but it's excessive. Anyone to take it out a mortgage will tell you they had to sign 17 forms, 17 documents and all these things. So that to me is the most obvious one.

And obviously, government policy, if the government wants to do more FHA, they can do that. But that's up to them about where they want to cheap in mortgages for near prime or all stuff like that. But if they did anything like that, I would say, always do it really thoughtfully.",227,CEO
2025Q3,October 14 2025,28,Gerard Cassidy,"Very good. And as a follow-up, just speaking about regulators in general, there's obviously been a major change with this administration. Can you guys give us any color of what you're actually seeing on the ground. We're, what, 9 months or so into this new administration with the new regulators? And then also any color on when you think Basel III end game may come out and what you're hearing in terms of how it will compare to what the original proposal was in July of '23.",87,Analyst
2025Q3,October 14 2025,29,Jeremy Barnum,"Yes. Thanks for that, Gerard. So I agree with you. This administration is saying things and from what we're seeing, transitioning to action quite quickly. So what we're seeing from our engagement in Washington, and there's been some reporting in the press recently that's quite comprehensive on the evolution of potential new proposals, which is aligned with what we're hearing as well. But in general, there's a bias for action, getting things done quickly and they're looking at things quite comprehensively from what we see. And as you know, we've argued for a long time, Jamie has argued a lot that this is not about some overall calibration of the system, some like backsolving exercise for some number of whatever type. This is about looking at all the individual components of the capital rules understood holistically, doing the math right and letting that roll up to whatever answer it's going to be.

And by the way, that answer is going to be different for different firms depending on their business mix. And that's okay. And that's part of the reason it doesn't really make sense to kind of try to calibrate to some overall level for the system. It's just like do the math right in a way that makes sense for the individual product or business area or source of risk, and you'll get a reasonable outcome the system. And from what we're hearing, that's very much the direction of travel. The relevant agencies are working well together. There's a sense of urgency. And so we're encouraged.

And I would note actually, back to your first question, that one area where getting things right at the individual product level has relevance is allowing banks to play their appropriate role in the residential mortgage lending market when it -- in the instances where it makes sense, keep those instruments on the balance sheet, you want the capitalization of those to be reasonable and aligned with the risk. And again, from what we understand, that is the direction of travel.

So in terms of timing, I mean, your guess is as good as mine. I think there have been some public comments, and I would just anchor myself on those and the press reporting. But we definitely hear a desire to get things done quickly. And these things are complicated. In some areas, we might have some disagreements at the margin. We'd still dislike G-SIB as a matter of principle. But we don't want to let the perfect be the enemy of the good here and what we're hearing is trending in the right direction.",434,CFO
2025Q3,October 14 2025,30,Jamie Dimon,"Yes. And I just add the Dana number, they are doing that. They're looking at it holistically, that's great. But Dana number is right. I've said for years, G-SIB, CCAR, operational risk capital, double counting of the trading book, I mean it's just wrong. And some of these numbers are so inaccurate that they published that they should publish them with the disclosure saying, we know these are highly inaccurate like the CCAR test. We know that this is not remotely related to reality or stuff like that. So it's almost a dishonest disclosure of these things, like do the actual number.

The second thing they really should do, which I think they're doing is what is the intended effect and what's the unintended effect. So we talk about -- we've gone from 8,000 public companies to 4,000 public companies. We've gone from pushing mortgages out of the banking system to a huge buildup in parts of the nonbank institutions and a huge amount of arbitrage taking place. I was a regulator, I'd be looking at all that and say, my God, is that what I wanted. And the biggest frustration is they couldn't fixed all these things, reduce liquidity, reduce capital, all these things and made the system safer.

So we had a Silicon Valley Bank blow up because they're so focused on governance, they forgot to focus on interest rate exposure. And they are making changes that, like what is actually real risk banks are bearing as opposed to walk signaling on what a bank should be doing all the time. So hopefully, they'll do it. I think they're devoted to doing it. Like look at their words and their speeches, I'm talking about the OCC, the Fed, the FDIC. So I think it's very good. Let's get it done quickly.",303,CEO
2025Q3,October 14 2025,31,Operator,Our next question comes from Erika Najarian with UBS.,9,Operator
2025Q3,October 14 2025,32,L. Erika Penala,"My first one is for you, Jeremy. Under the category no good deed goes unpunished. Just wanted to ask a quick question on the expense outlook for '26. You mentioned that $100 billion could be a little low and that you're in the middle of the planning cycle. That would imply 4% growth year-over-year. Is that the sort of new normal labor rate inflation that we should assume at this point?",71,Analyst
2025Q3,October 14 2025,33,Jeremy Barnum,"Okay. So yes, a couple of things about that. One is not to get too much into the weeds here but our expenses are a little bit seasonal. So annualizing the fourth quarter, like sometimes you get a bunch of offsets and it's like okay to do that, sometimes it's not. So we always try to do this based on a sort of launch point of the annualized fourth quarter rate. And while that's a reasonable thing to do for NII, it's a lot harder to do for expenses. But taking a step back for a second, I'm not telling you anything that you don't already know, like you can look at whatever ECI or whatever other government measure of labor cost inflation, we know that even while inflation is like a lot lower, we're very far from the moment in the mid-2010s where inflation was, for all intents and purposes, practically 0.

So yes, I think the new normal for labor is some number like that, whatever, 3%, 4%. And it's not just labor, right? I mean, again, I don't want to fail to recognize the extent to which inflation has more or less come back to normal. But by normal, we mean the Fed's target. And for a while, it was below target. So whether it's labor or goods and services, not to get into tariffs or whatever, that's a factor that applies to our entire cost base.

In addition to that, as we noted, we're going to invest where it makes sense. We're going to pay for performance to the extent that there's higher performance and also generally, higher revenues will be associated with other variable expenses. And then overlying all of that is the question of productivity. And it includes but is not limited to AI-driven productivity. So you can assume that we're going to be pushing hard on all fronts to extract as much productivity out of the organization as possible. But as is always true, we're going to try to keep that focus separate from our commitment to invest for growth in the places where we want to.",354,CFO
2025Q3,October 14 2025,34,Jamie Dimon,"And Erika, just add to that, medical, we spent $3 billion or so in medical. That's going to be up 10% next year. And so when you look at some of these things, and we know that already and maybe we think it actually might be up another 10% in 2027 for a whole bunch of different reasons. And that's one thing. The other thing about comp, I just want to point it out, there's normal inflation and pay-for-performance, all that. There's a lot of pressure on -- from other people who are paying people quite well, hedge funds, law firms, private equity, nonbank financial institutions, and we are going to pay our people competitively. That is sine qua non if you want to have a great company for the next 20 years.

And so there's some of that, too. I'm not sure that it's going to change very much when you look at it but I would put in the back of your mind, too. It's probably good for you all to hear me say that. [ It will be true ] for research.",185,CEO
2025Q3,October 14 2025,35,L. Erika Penala,"I'll make sure to send this transcript to my boss. But the second question is actually for you, Jamie. You have always had a differentiated way of thinking about risk and a 2-part question for you. Number one, I feel like we don't even know what the right questions are to ask when it comes to NDFI exposure and risk, which is such a broad category. And so a 2-part question here. Number one, what would be the questions you think investors should ask when assessing NDFI exposure as it relates to future credit risk? And second, should investors be concerned about the SSFA accounting for RWAs in certain structures where you could lower the RWAs to NDFI exposures from 100% to something much lower?",125,Analyst
2025Q3,October 14 2025,36,Jamie Dimon,Which SSFA?,2,CEO
2025Q3,October 14 2025,37,Jeremy Barnum,"Got it. I used to know that acronym. It's a technical thing inside securitization where under some conditions, you can lower the RWA weighting.",24,CFO
2025Q3,October 14 2025,38,Jamie Dimon,Is that insurance related.,4,CEO
2025Q3,October 14 2025,39,Jeremy Barnum,"No, it's for us. It's like a part of the rate cap rules. Yes. Do you want me to do that one first and you can do the first one? So even though I don't remember what the -- I think it's like standardized securitization, something, something. I forget what it stands for. But from what I recall about looking at that one, I think it is a mechanism by which you can take otherwise punitive risk weighting for certain types of structures and reduce it from 100 to 20 where arguably 20 is actually probably still too high because you've essentially mitigated the entire risk. So my first [indiscernible] of your question is all the things to worry about, I wouldn't worry about that whatever you want to call it. protection enhancement or risk weighting decrease in that narrow context.

And on your question of like what questions to ask about the NBFI space in general, I mean, Jamie will have his views. But yes, I think it starts by acknowledging that like it's a very, very broad space. And so we probably need to narrow the focus a little bit. Like subprime auto is one thing, lending to like trillion asset is a very different thing. So...",209,CFO
2025Q3,October 14 2025,40,Jamie Dimon,"Maybe we take a crack and tell you a little bit more about it. We feel fairly comfortable with our exposure in that. But I think what you should do is -- I think when we have a downturn, this is the important thing, there will be a credit cycle. And we shouldn't be surprised. The credit card losses go up, middle market loss go up, everything gets worse in a downturn in credit. I do suspect -- I can't prove this, and I don't know because we don't know everyone's underwriting standards. Every now and we see what someone else is doing, we're surprised that their standards are not particularly good, but that's always been true. I suspect when there's a downturn, you will see higher than normal downturn type of credit losses in certain categories. I just suspect that.

And so the other thing, which you can do, which I'm going to ask Mike Grub to do for me because I asked periodically, look at the pricing of BDCs and their publicly traded private credit facilities and do the homework. There are disclosures around that, and we do it. And so maybe we take just a crack at one point, laying out the different carriers of MBFIs and ones that might be concerning and ones that aren't concerning.",220,CEO
2025Q3,October 14 2025,41,Operator,Our next question comes from Jim Mitchell with Seaport Global Securities.,11,Operator
2025Q3,October 14 2025,42,James Mitchell,"Maybe just on the investment banking environment. Obviously, things have gotten better. Just curious where you see the most strength in the pipeline. And as we get rate cuts coming, do you feel that we're starting to see more activity pick up or the potential for more activity to pick up among financial sponsors? Just curious your thoughts.",58,Analyst
2025Q3,October 14 2025,43,Jeremy Barnum,"Okay. Interesting question on the sponsors. I mean, I don't know. I personally am not persuaded of the notion that cuts coming through that are fully priced in are going to meaningfully change behavior in a sort of highly sophisticated professional community like financial sponsors. If that plays into like flattening of the yield curve for other reasons, et cetera, beyond what's priced in from the forwards, that could be a little bit of a different story. But I think what is clearly true, a little bit to the point of your question is that the environment is -- the results are very robust and the tone is very upbeat.

I think an interesting thing from my perspective is to think about the narrative starting from the beginning of the year, right? We had the moment of -- everyone was talking about animal spirits and a big booming moment. And then we had Liberation Day and all the tariff uncertainty and equity market volatility. And so things kind of went quiet for a while. But what's interesting is that from the IPO perspective, for example, processes were kicked off early in the year. And those processes continued even during the moments where conditions weren't ideal for the deals. And what that meant is that there's a lot of stuff like in the queue that's kind of ready to go. And now conditions are much more favorable, both in terms of equity market valuations, at least until recently, relatively low equity market volatility, a bit more breadth in the rally in terms of multiples, including smaller cap tech sector or whatever.

So yes, that's one area. And in the meantime, as you know, we're starting to see more M&A activity as well. I noted earlier, I think it was the busiest summer we've had in like a long time in terms of announced M&A activity. We're seeing that play through into acquisition finance. I think the rate environment is good enough from the perspective of being able to get deals done. So it's a pretty supportive environment. But as you well know, that can change overnight.",355,CFO
2025Q3,October 14 2025,44,James Mitchell,"Yes. That's all fair. And then maybe just a follow-up on just capital relief and how you're adjusting or at least starting to think about adjusting to that RWA growth that's picking up. Is there other aspects, whether it's in the Markets business or other marginal return activities before that you see opportunities to lean into growth to use up capital because obviously, IRRs on buybacks today at these levels are not great.",73,Analyst
2025Q3,October 14 2025,45,Jeremy Barnum,"Yes, exactly. I mean that's the exact math that we're always doing, which is like, okay, subject to certain assumptions, what is the return on a buyback and what's the alternative. Now obviously, we want to be careful there, right? I mean if you take that argument to the extreme and you say like, oh, we want to do every piece of business that's like 1 basis point above the theoretical return on buybacks, you wind up potentially making a lot of really dumb risk decisions. So you want it to be franchise accretive business and you want to recognize that your estimate of the return of that business is itself subject to some uncertainty.

Jamie always says, like putting liquid par assets on the balance sheet and adding leverage is not a thing that actually generates value no matter what the supposed return of that instrument is in the spreadsheet. So it's a thing that we -- it's a thing that we think about a lot. And -- but I would say to the extent that, that's shaping our behavior, it's probably already shaping our behavior because, as you know, we've had the access for quite a while. The price of tangible book multiple has been going up for quite a while. So we're going to continue looking for constructive ways to deploy while making sure that we don't do anything stupid, frankly.",234,CFO
2025Q3,October 14 2025,46,Operator,"Next, we will go to the line of Ken Usdin from Autonomous.",12,Operator
2025Q3,October 14 2025,47,Kenneth Usdin,"I wanted to ask a question about just overall loan yields. I noticed that they were up 3 basis points in the quarter. Obviously, rates hadn't been moving during the quarter and now that we're starting to head back down. Just wondering just what are the main drivers of still being able to actually see higher loan yields.",58,Analyst
2025Q3,October 14 2025,48,Jeremy Barnum,"I never look at that. So I have literally no idea why the loan yield is up 3 basis points in the quarter. But if I had to guess, I think it's almost always a function of various types of mix effects, recognizing that we have loans of radically different yields across the company from SOFR plus 20 basis points too. And so relatively small changes in mix can make a big difference. Then obviously, you've got a lot of floating rate instruments all else equal, you would expect those yields to be lower given the cuts that have come in but mix effects can easily overwhelm that. So I'm sure Michael will have a good answer for you by the time the call is over, but I had not looked at that one.",134,CFO
2025Q3,October 14 2025,49,Kenneth Usdin,"Okay. I'll follow up on that. And secondly, with the Sapphire refresh, just assume that we're starting to see some of the awards amortization show in the card fees line and in the card revenue rate. So I'm just wondering if you could kind of walk us through that now that, that card is coming on and you mentioned good additions there. Just what do we have to think about in terms of what leads the horse in terms of card revenue rate and eventual volume growth and related benefits.",90,Analyst
2025Q3,October 14 2025,50,Jeremy Barnum,"Yes, it's a good question. So one thing that you might have noticed talking about kind of micro supplement points is that the revenue rate is actually lower than the NII yield, which implies a negative NIR yield. And by the way, that yield is a number that's often quite close to 0. So it doesn't take a lot to make it negative, but it is like currently negative. And while there's a lot of puts and takes inside that number in terms of rewards liability, annual fees and so on, the particular dynamic that's happening now is that as part of the refresh, customers are getting increased value ahead of the moment where the annual fee goes up. So there's a kind of transitional period of a few months as the refresh rolls through where those numbers are slightly elevated.",141,CFO
2025Q3,October 14 2025,51,Jamie Dimon,The fee comes in over a year and some of these rewards come into negative NII over a year.,19,CEO
2025Q3,October 14 2025,52,Jeremy Barnum,Exactly.,1,CFO
2025Q3,October 14 2025,53,Jamie Dimon,It's one example of like really bad accounting.,8,CEO
2025Q3,October 14 2025,54,Jeremy Barnum,"Yes. As that stuff normalizes through, we -- some of these numbers like return to slightly more normal appearance but it might actually take a couple of quarters for that to play out.",33,CFO
2025Q3,October 14 2025,55,Operator,Our last question comes from Chris McGratty with KBW.,9,Operator
2025Q3,October 14 2025,56,Christopher McGratty,"Related to the 15% long-term national retail deposit market share, does your pricing need to be materially different from recent history? Or said another way, do you need to price a little bit more competitive to get that 4 points of improvement over time?",44,Analyst
2025Q3,October 14 2025,57,Jeremy Barnum,"In short, I would say no, unless my CCB colleagues disagree or eventually change their strategy. But I think what you see right now actually from those numbers is you do see us losing a little bit of share in the FDIC recently released results, which have us as #1, which we're happy to celebrate for the fifth year in a row. And the other leading banks or other large banks, which have adopted similar pricing strategies are also seeing a little bit of loss of share. So that is, from our perspective, expected as a conscious result of being disciplined about the pricing of deposits. And it sort of has no particular bearing on the long-term growth strategy to get to 15%, which is all about expansion and deepening and the core value proposition that we offer.

And interestingly, interestingly, when you look inside the granular market-by-market results in that FDIC data, what you see is us actually taking share in a lot of the kind of highest priority, highest profile expansion markets. So in that sense, it's actually a validation of the strategy.

And by the way, I got my answer on the loan yield question. It is mix, including cards. So my guess was correct.",208,CFO
2025Q3,October 14 2025,58,Jamie Dimon,"The retail branch system, as Jeremy said, deepening. But remember, it's better products, better services, more branches and better location, deepening with customer segmentation. If we do a good job in all that, then we hope to gain share. And I think we are doing a good job on that but that -- we have to deliver that for a year to get to 15%.

Folks, thank you very much, for spending time with us. We'll talk to you all soon.",81,CEO
2025Q3,October 14 2025,59,Jeremy Barnum,Thank you.,2,CFO
2025Q3,October 14 2025,60,Operator,"Thank you all for participating in today's conference. You may disconnect at this time, and have a great rest of your day.",22,Operator
